Date,AAPL,MSFT,TSLA
2023-10-18,173.8031005859375,323.8623352050781,242.67999267578125
2023-10-19,173.427490234375,325.0494689941406,220.11000061035156
2023-10-20,170.87738037109375,320.4875183105469,211.99000549316406
2023-10-23,170.9959716796875,323.0872802734375,212.0800018310547
2023-10-24,171.43089294433594,324.2744445800781,216.52000427246094
2023-10-25,169.11802673339844,334.2225036621094,212.4199981689453
2023-10-26,164.956787109375,321.6844177246094,205.75999450683594
2023-10-27,166.2713623046875,323.5680847167969,207.3000030517578
2023-10-30,168.3173828125,330.9261169433594,197.36000061035156
2023-10-31,168.79183959960938,331.7109375,200.83999633789062
2023-11-01,171.95474243164062,339.52032470703125,205.66000366210938
2023-11-02,175.51304626464844,341.7277526855469,218.50999450683594
2023-11-03,174.6037139892578,346.1228942871094,219.9600067138672
2023-11-06,177.15382385253906,349.7823486328125,219.27000427246094
2023-11-07,179.7138214111328,353.7066345214844,222.17999267578125
2023-11-08,180.7714080810547,356.3261413574219,222.11000061035156
2023-11-09,180.2969970703125,353.8636779785156,209.97999572753906
2023-11-10,184.48350524902344,362.6737060546875,214.64999389648438
2023-11-13,182.8999481201172,359.740234375,223.7100067138672
2023-11-14,185.51280212402344,363.2622985839844,237.41000366210938
2023-11-15,186.07691955566406,363.4098205566406,242.83999633789062
2023-11-16,187.7594757080078,369.79974365234375,233.58999633789062
2023-11-17,187.7396697998047,363.58673095703125,234.3000030517578
2023-11-20,189.48158264160156,371.0481872558594,235.60000610351562
2023-11-21,188.67990112304688,366.7522277832031,241.1999969482422
2023-11-22,189.34300231933594,371.4512023925781,234.2100067138672
2023-11-24,188.01678466796875,371.0383605957031,235.4499969482422
2023-11-27,187.838623046875,372.1983947753906,236.0800018310547
2023-11-28,188.44235229492188,376.2191467285156,246.72000122070312
2023-11-29,187.42295837402344,372.4343566894531,244.13999938964844
2023-11-30,187.99696350097656,372.4933166503906,240.0800018310547
2023-12-01,189.2737274169922,368.1678161621094,238.8300018310547
2023-12-04,187.48233032226562,362.88873291015625,235.5800018310547
2023-12-05,191.4313201904297,366.2115173339844,238.72000122070312
2023-12-06,190.3426055908203,362.5545349121094,239.3699951171875
2023-12-07,192.27256774902344,364.66815185546875,242.63999938964844
2023-12-08,193.69775390625,367.8925476074219,243.83999633789062
2023-12-11,191.1937713623047,365.01214599609375,239.74000549316406
2023-12-12,192.70806884765625,368.03997802734375,237.00999450683594
2023-12-13,195.9246368408203,368.0301818847656,239.2899932861328
2023-12-14,196.07310485839844,359.733154296875,251.0500030517578
2023-12-15,195.5386505126953,364.45184326171875,253.5
2023-12-18,193.8759307861328,366.3393249511719,252.0800018310547
2023-12-19,194.9151153564453,366.93902587890625,257.2200012207031
2023-12-20,192.82681274414062,364.34368896484375,247.13999938964844
2023-12-21,192.6783447265625,367.2142333984375,254.5
2023-12-22,191.60946655273438,368.236572265625,252.5399932861328
2023-12-26,191.06512451171875,368.3152770996094,256.6099853515625
2023-12-27,191.16407775878906,367.73529052734375,261.44000244140625
2023-12-28,191.58969116210938,368.9248046875,253.17999267578125
2023-12-29,190.5504608154297,369.6719055175781,248.47999572753906
